drone_id,time,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,speed,altitude,weather_force_x,weather_force_y,weather_force_z,thermal_y,downdraft_y,active_layers,event,col_normal_x,col_normal_y,col_normal_z,impact_speed
drone_d89e9f2c,285.100,-4.500,11.254,-1.500,0.000,5.266,0.000,5.266,11.254,0.000,0.000,0.000,0.040,-0.039,Thermal|Downdraft|Steady Wind|Gust|Rain|Fog,,,,
drone_d89e9f2c,285.120,-4.500,11.363,-1.500,0.000,5.479,0.000,5.479,11.363,0.000,0.000,0.000,0.040,-0.039,Thermal|Downdraft|Steady Wind|Gust|Rain|Fog,,,,
drone_d89e9f2c,285.140,-4.500,11.477,-1.500,0.000,5.690,0.000,5.690,11.477,0.000,0.000,0.000,0.040,-0.039,Thermal|Downdraft|Steady Wind|Gust|Rain|Fog,,,,
drone_d89e9f2c,285.160,-4.500,11.595,-1.500,0.000,5.898,0.000,5.898,11.595,0.000,0.000,0.000,0.040,-0.039,Thermal|Downdraft|Steady Wind|Gust|Rain|Fog,,,,
drone_d89e9f2c,285.180,-4.500,11.717,-1.500,0.000,6.105,0.000,6.105,11.717,0.000,0.000,0.000,0.040,-0.039,Thermal|Downdraft|Steady Wind|Gust|Rain|Fog,,,,
drone_d89e9f2c,285.200,-4.500,11.843,-1.500,0.000,6.309,0.000,6.309,11.843,0.000,0.000,0.000,0.040,-0.039,Thermal|Downdraft|Steady Wind|Gust|Rain|Fog,,,,
drone_d89e9f2c,285.220,-4.500,11.974,-1.500,0.000,6.512,0.000,6.512,11.974,0.000,0.000,0.000,0.040,-0.039,Thermal|Downdraft|Steady Wind|Gust|Rain|Fog,,,,
drone_d89e9f2c,285.240,-4.500,12.108,-1.500,0.000,6.712,0.000,6.712,12.108,0.000,0.000,0.000,0.040,-0.039,Thermal|Downdraft|Steady Wind|Gust|Rain|Fog,,,,
drone_d89e9f2c,285.260,-4.500,12.246,-1.500,0.000,6.910,0.000,6.910,12.246,0.000,0.000,0.000,0.040,-0.039,Thermal|Downdraft|Steady Wind|Gust|Rain|Fog,,,,
drone_d89e9f2c,285.280,-4.500,12.388,-1.500,0.000,7.107,0.000,7.107,12.388,0.000,0.000,0.000,0.040,-0.039,Thermal|Downdraft|Steady Wind|Gust|Rain|Fog,,,,
drone_d89e9f2c,285.300,-4.500,12.534,-1.500,0.000,7.301,0.000,7.301,12.534,0.000,0.000,0.000,0.040,-0.039,Thermal|Downdraft|Steady Wind|Gust|Rain|Fog,,,,
drone_d89e9f2c,285.320,-4.500,12.684,-1.500,0.000,7.494,0.000,7.494,12.684,0.000,0.000,0.000,0.040,-0.039,Thermal|Downdraft|Steady Wind|Gust|Rain|Fog,,,,
drone_d89e9f2c,285.340,-4.500,12.838,-1.500,0.000,7.684,0.000,7.684,12.838,0.000,0.000,0.000,0.040,-0.039,Thermal|Downdraft|Steady Wind|Gust|Rain|Fog,,,,
drone_d89e9f2c,285.360,-4.500,12.995,-1.500,0.000,7.873,0.000,7.873,12.995,0.000,0.000,0.000,0.040,-0.039,Thermal|Downdraft|Steady Wind|Gust|Rain|Fog,,,,
drone_d89e9f2c,285.380,-4.500,13.156,-1.500,0.000,8.059,0.000,8.059,13.156,0.000,0.000,0.000,0.040,-0.039,Thermal|Downdraft|Steady Wind|Gust|Rain|Fog,,,,
drone_d89e9f2c,285.400,-4.500,13.321,-1.500,0.000,8.244,0.000,8.244,13.321,0.000,0.000,0.000,0.040,-0.039,Thermal|Downdraft|Steady Wind|Gust|Rain|Fog,,,,
drone_d89e9f2c,285.420,-4.500,13.490,-1.500,0.000,8.427,0.000,8.427,13.490,0.000,0.000,0.000,0.040,-0.039,Thermal|Downdraft|Steady Wind|Gust|Rain|Fog,,,,
drone_d89e9f2c,285.440,-4.500,13.662,-1.500,0.000,8.609,0.000,8.609,13.662,0.000,0.000,0.000,0.040,-0.039,Thermal|Downdraft|Steady Wind|Gust|Rain|Fog,,,,
drone_d89e9f2c,285.460,-4.500,13.838,-1.500,0.000,8.788,0.000,8.788,13.838,0.000,0.000,0.000,0.040,-0.039,Thermal|Downdraft|Steady Wind|Gust|Rain|Fog,,,,
drone_d89e9f2c,285.480,-4.500,14.017,-1.500,0.000,8.966,0.000,8.966,14.017,0.000,0.000,0.000,0.040,-0.039,Thermal|Downdraft|Steady Wind|Gust|Rain|Fog,,,,
drone_d89e9f2c,285.500,-4.500,14.200,-1.500,0.000,9.141,0.000,9.141,14.200,0.000,0.000,0.000,0.040,-0.039,Thermal|Downdraft|Steady Wind|Gust|Rain|Fog,,,,
drone_d89e9f2c,285.520,-4.500,14.386,-1.500,0.000,9.315,0.000,9.315,14.386,0.000,0.000,0.000,0.040,-0.039,Thermal|Downdraft|Steady Wind|Gust|Rain|Fog,,,,
drone_d89e9f2c,285.540,-4.500,14.576,-1.500,0.000,9.488,0.000,9.488,14.576,0.000,0.000,0.000,0.040,-0.039,Thermal|Downdraft|Steady Wind|Gust|Rain|Fog,,,,
drone_d89e9f2c,285.560,-4.500,14.769,-1.500,0.000,9.658,0.000,9.658,14.769,0.000,0.000,0.000,0.040,-0.039,Thermal|Downdraft|Steady Wind|Gust|Rain|Fog,,,,
drone_d89e9f2c,285.580,-4.500,14.966,-1.500,0.000,9.827,0.000,9.827,14.966,0.000,0.000,0.000,0.040,-0.039,Thermal|Downdraft|Steady Wind|Gust|Rain|Fog,,,,
drone_d89e9f2c,285.600,-4.500,15.166,-1.500,0.000,9.994,0.000,9.994,15.166,0.000,0.000,0.000,0.040,-0.039,Thermal|Downdraft|Steady Wind|Gust|Rain|Fog,,,,
drone_d89e9f2c,285.620,-4.500,15.369,-1.500,0.000,10.160,0.000,10.160,15.369,0.000,0.000,0.000,0.040,-0.039,Thermal|Downdraft|Steady Wind|Gust|Rain|Fog,,,,
drone_d89e9f2c,285.640,-4.500,15.575,-1.500,0.000,10.324,0.000,10.324,15.575,0.000,0.000,0.000,0.040,-0.039,Thermal|Downdraft|Steady Wind|Gust|Rain|Fog,,,,
drone_d89e9f2c,285.660,-4.500,15.785,-1.500,0.000,10.486,0.000,10.486,15.785,0.000,0.000,0.000,0.040,-0.039,Thermal|Downdraft|Steady Wind|Gust|Rain|Fog,,,,
drone_d89e9f2c,285.680,-4.500,15.998,-1.500,0.000,10.647,0.000,10.647,15.998,0.000,0.000,0.000,0.040,-0.039,Thermal|Downdraft|Steady Wind|Gust|Rain|Fog,,,,
drone_d89e9f2c,285.700,-4.500,16.214,-1.500,0.000,10.806,0.000,10.806,16.214,0.000,0.000,0.000,0.040,-0.039,Thermal|Downdraft|Steady Wind|Gust|Rain|Fog,,,,
drone_d89e9f2c,285.720,-4.500,16.433,-1.500,0.000,10.963,0.000,10.963,16.433,0.000,0.000,0.000,0.040,-0.039,Thermal|Downdraft|Steady Wind|Gust|Rain|Fog,,,,
drone_d89e9f2c,285.740,-4.500,16.656,-1.500,0.000,11.119,0.000,11.119,16.656,0.000,0.000,0.000,0.040,-0.039,Thermal|Downdraft|Steady Wind|Gust|Rain|Fog,,,,
drone_d89e9f2c,285.760,-4.500,16.881,-1.500,0.000,11.273,0.000,11.273,16.881,0.000,0.000,0.000,0.040,-0.039,Thermal|Downdraft|Steady Wind|Gust|Rain|Fog,,,,
drone_d89e9f2c,285.780,-4.500,17.110,-1.500,0.000,11.426,0.000,11.426,17.110,0.000,0.000,0.000,0.040,-0.039,Thermal|Downdraft|Steady Wind|Gust|Rain|Fog,,,,
drone_d89e9f2c,285.800,-4.500,17.341,-1.500,0.000,11.577,0.000,11.577,17.341,0.000,0.000,0.000,0.040,-0.039,Thermal|Downdraft|Steady Wind|Gust|Rain|Fog,,,,
